%time,field.header.seq,field.header.stamp,field.header.frame_id,field.vector.x,field.vector.y,field.vector.z
1505402120063430648,17105,1505402120062895398,ardrone_base_link,-0.239731654525,-0.527409613132,-0.815087616444
1505402120070886976,17106,1505402120070723676,ardrone_base_link,-0.264764308929,-0.416058212519,-0.869939923286
1505402120077137631,17107,1505402120076945920,ardrone_base_link,-0.264764308929,-0.416058212519,-0.869939923286
1505402120078422062,17108,1505402120078204707,ardrone_base_link,-0.227469429374,-0.422443240881,-0.877382099628
1505402120084163245,17109,1505402120083894909,ardrone_base_link,-0.227469429374,-0.422443240881,-0.877382099628
1505402120089637123,17110,1505402120089411281,ardrone_base_link,-0.358971446753,-0.554774045944,-0.750576615334
1505402120093788569,17111,1505402120093617455,ardrone_base_link,-0.358971446753,-0.554774045944,-0.750576615334
1505402120099817365,17112,1505402120099560439,ardrone_base_link,-0.352208226919,-0.55347007513,-0.754731893539
1505402120103923738,17113,1505402120103235389,ardrone_base_link,-0.352208226919,-0.55347007513,-0.754731893539
1505402120109312654,17114,1505402120109025625,ardrone_base_link,-0.583383321762,-0.388922214508,-0.7130240798
1505402120113288913,17115,1505402120113125779,ardrone_base_link,-0.583383321762,-0.388922214508,-0.7130240798
1505402120119568509,17116,1505402120119256421,ardrone_base_link,-0.364101022482,-0.525923728943,-0.768657743931
1505402120123409269,17117,1505402120123186764,ardrone_base_link,-0.364101022482,-0.525923728943,-0.768657743931
1505402120130940732,17118,1505402120130761996,ardrone_base_link,-0.350590229034,-0.662225961685,-0.662225961685
1505402120133772568,17119,1505402120133610404,ardrone_base_link,-0.350590229034,-0.662225961685,-0.662225961685
1505402120138876885,17120,1505402120138682689,ardrone_base_link,-0.311399579048,-0.544949233532,-0.77849894762
1505402120143641749,17121,1505402120143320467,ardrone_base_link,-0.311399579048,-0.544949233532,-0.77849894762
1505402120152793886,17122,1505402120152586808,ardrone_base_link,-0.256116598845,-0.475645124912,-0.841525971889
1505402120153774721,17123,1505402120153538492,ardrone_base_link,-0.256116598845,-0.475645124912,-0.841525971889
